Formula,FW,DSSTox_CID,SR-HSE,ID,ROMol,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD,SMILES
C6H12O3,132.1577,1928,0,NCGC00091657-02,<rdkit.Chem.rdchem.Mol object at 0x1413a69d0>,0,0,0,0,0,0,0,0,0,0,0,CCOCCOC(C)=O
C13H18O2,206.2808,732,0,NCGC00256416-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6a40>,0,0,0,0,0,0,1,0,0,0,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
C7H14N2O3S,206.2627,13161,0,NCGC00257315-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6ab0>,0,0,0,0,0,0,0,0,0,0,0,CNC(=O)O/N=C/C(C)(C)S(C)=O
C7H14N2O2S,190.2633,39,0,NCGC00254749-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6b20>,0,0,0,0,0,0,0,0,0,0,0,CNC(=O)ON=CC(C)(C)SC
C6H10O3,130.1418,7314,0,NCGC00255112-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6b90>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C(=O)C(=O)O
C6H10Cl2O,169.0490,7822,0,NCGC00257685-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6c00>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C(=O)C(Cl)Cl
C8H14O3,158.1950,22149,0,NCGC00255833-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6c70>,0,0,0,0,0,0,0,0,0,0,0,COC(=O)CC(=O)C(C)(C)C
C6H11ClO,134.6039,7749,0,NCGC00259697-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6ce0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C(=O)CCl
C6H11ClO,134.6039,7749,0,NCGC00257363-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6d50>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C(=O)CCl
C6H12O2,116.1583,7234,0,NCGC00258002-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6dc0>,0,0,0,0,0,0,0,0,0,0,0,COC(=O)C(C)(C)C
C7H14O2,130.1849,29150,0,NCGC00260377-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6e30>,0,0,0,0,0,0,0,0,0,0,0,CCOC(=O)C(C)(C)C
C6H12O,100.1589,1752,0,NCGC00257614-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6ea0>,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C(C)(C)C
C34H50O8,586.7560,24236,0,NCGC00255928-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6f10>,0,0,0,0,0,1,0,0,0,0,0,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
C29H44O2,424.6585,2411,0,NCGC00259412-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6f80>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
C11H16O2,180.2435,215,0,NCGC00254068-01,<rdkit.Chem.rdchem.Mol object at 0x1413a6ff0>,0,0,0,0,0,1,0,0,0,0,0,COc1ccc(O)c(C(C)(C)C)c1
C10H14O,150.2176,24825,0,NCGC00256058-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7060>,0,0,0,0,0,1,0,0,0,0,0,CC(C)(C)c1cccc(O)c1
C11H14O,162.2283,7343,0,NCGC00258006-01,<rdkit.Chem.rdchem.Mol object at 0x1413a70d0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)c1ccc(C=O)cc1
C20H22N2O,306.4015,20476,0,NCGC00255594-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7140>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1
C10H20O,156.2652,6623,0,NCGC00256931-01,<rdkit.Chem.rdchem.Mol object at 0x1413a71b0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C1CCC(O)CC1
C15H23ClO4S,334.8587,97,0,NCGC00257952-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7220>,0,0,0,0,0,0,0,0,0,0,0,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl
C10H14,134.2182,27138,0,NCGC00254436-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7290>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)c1ccccc1
C28H43N,393.6477,9310,0,NCGC00260320-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7300>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1
C8H19N,129.2432,1886,0,NCGC00257631-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7370>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)CC(C)(C)N
C9H20O,144.2545,9661,0,NCGC00259809-01,<rdkit.Chem.rdchem.Mol object at 0x1413a73e0>,0,0,0,0,0,0,0,0,0,0,0,CC(CCO)CC(C)(C)C
C4H9Cl,92.5673,3937,0,NCGC00257746-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7450>,0,0,0,0,0,0,1,0,0,0,0,CC(C)(C)Cl
C4H11N,73.1368,4681,0,NCGC00257538-01,<rdkit.Chem.rdchem.Mol object at 0x1413a74c0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)N
C5H12N2O,116.1616,24365,0,NCGC00255818-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7530>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)NC(N)=O
C6H15NO,117.1894,24431,0,NCGC00255795-01,<rdkit.Chem.rdchem.Mol object at 0x1413a75a0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)NCCO
C10H19NO2,185.2634,24931,0,NCGC00256136-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7610>,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCCNC(C)(C)C
C5H12O,88.1482,833,0,NCGC00258736-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7680>,0,0,0,0,0,0,0,0,0,0,0,COC(C)(C)C
C10H16FNO4,233.2367,29098,0,NCGC00260359-01,<rdkit.Chem.rdchem.Mol object at 0x1413a76f0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O
C4H10S,90.1872,6418,0,NCGC00258428-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7760>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)S
C30H29N3O,447.5708,8985,0,NCGC00260120-01,<rdkit.Chem.rdchem.Mol object at 0x1413a77d0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(c1ccccc1)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1
C6H10O4,146.1412,1581,0,NCGC00258078-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7840>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(CC(=O)O)C(=O)O
C22H29N3O,351.4852,7886,0,NCGC00258019-01,<rdkit.Chem.rdchem.Mol object at 0x1413a78b0>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1
C7H12O4,160.1678,1585,0,NCGC00258079-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7920>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(CCC(=O)O)C(=O)O
C3H6Cl2,112.9857,10060,0,NCGC00257301-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7990>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(Cl)Cl
C10H20O4,204.2634,7361,0,NCGC00258854-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7a00>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(CO)COC(=O)C(C)(C)CO
C10H20O4,204.2634,7361,0,NCGC00257018-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7a70>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(CO)COC(=O)C(C)(C)CO
C15H21NO2S,279.3977,18857,0,NCGC00255462-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7ae0>,0,0,0,1,0,0,1,0,0,0,0,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1
C12H16O4,224.2530,24777,0,NCGC00254975-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7b50>,0,0,0,0,0,0,0,0,0,0,0,CC(C)(O)C(=O)c1ccc(OCCO)cc1
C10H20O,156.2652,9317,0,NCGC00255603-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7bc0>,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)CCCC(C)(C)O
C5H12O2,104.1476,6441,0,NCGC00258181-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7c30>,0,0,0,0,0,0,0,0,0,0,0,COC(C)(C)OC
C9H20S,160.3201,7868,0,NCGC00259200-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7ca0>,0,0,0,0,0,0,0,0,0,0,0,CCCCCCC(C)(C)S
C10H20O,156.2652,2180,0,NCGC00260156-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7d10>,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
C10H20O,156.2652,2180,0,NCGC00256525-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7d80>,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
C10H20O,156.2652,2180,0,NCGC00256561-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7df0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
C18H28N2O3,320.4265,27662,0,NCGC00256659-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7e60>,0,0,0,0,0,0,0,0,0,0,0,Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1
C22H28N2O5S,432.5331,27356,0,NCGC00254052-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7ed0>,0,0,0,0,0,0,0,0,0,0,0,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C
C10H18O,154.2493,24475,0,NCGC00255860-01,<rdkit.Chem.rdchem.Mol object at 0x1413a7f40>,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H]1CC[C@@H](C)CC1=O
C10H20O,156.2652,9733,0,NCGC00258596-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8040>,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O
C3H7NO2,89.0932,981,0,NCGC00257919-01,<rdkit.Chem.rdchem.Mol object at 0x1413e80b0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)[N+](=O)[O-]
C4H7N,69.1051,6461,0,NCGC00257156-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8120>,0,0,0,0,0,0,0,0,0,0,0,CC(C)C#N
C8H14O3,158.1950,6609,0,NCGC00258555-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8190>,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(=O)OC(=O)C(C)C
C8H16O2,144.2114,6612,0,NCGC00259122-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8200>,0,0,0,0,0,0,0,0,0,0,0,CC(C)COC(=O)C(C)C
C13H16O2,204.2649,27608,0,NCGC00256924-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8270>,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(=O)OCC=Cc1ccccc1
C12H16O2,192.2542,24764,0,NCGC00255021-01,<rdkit.Chem.rdchem.Mol object at 0x1413e82e0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(=O)OCCc1ccccc1
C12H16O3,208.2536,22279,0,NCGC00254958-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8350>,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(=O)OCCOc1ccccc1
C9H12O,136.1910,24571,0,NCGC00255721-01,<rdkit.Chem.rdchem.Mol object at 0x1413e83c0>,0,0,0,0,0,1,0,0,0,0,0,CC(C)c1cccc(O)c1
C13H22O,194.3132,27422,0,NCGC00256887-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8430>,0,0,0,0,0,0,0,0,0,0,0,CCC(=O)C1CC(C(C)C)CC=C1C
C13H25NO,211.3437,27039,0,NCGC00256167-01,<rdkit.Chem.rdchem.Mol object at 0x1413e84a0>,0,0,0,0,0,0,0,0,0,0,0,CCNC(=O)C1CC(C)CCC1C(C)C
C10H20O,156.2652,805,0,NCGC00257564-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8510>,0,0,0,0,0,0,0,0,0,0,0,CC1CCC(C(C)C)C(O)C1
C10H20O,156.2652,805,0,NCGC00257403-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8580>,0,0,0,0,0,0,0,0,0,0,0,CC1CCC(C(C)C)C(O)C1
C10H12O,148.2017,1974,0,NCGC00257518-01,<rdkit.Chem.rdchem.Mol object at 0x1413e85f0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1ccc(C=O)cc1
C12H19N,177.2860,2279,0,NCGC00255131-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8660>,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1cccc(C(C)C)c1N
C9H12O,136.1910,24391,0,NCGC00255940-01,<rdkit.Chem.rdchem.Mol object at 0x1413e86d0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1ccccc1O
C24H46N4O6,486.6452,24961,0,NCGC00256277-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8740>,0,0,0,0,0,0,0,0,0,0,0,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C
C6H13NO,115.1735,24771,0,NCGC00255097-01,<rdkit.Chem.rdchem.Mol object at 0x1413e87b0>,0,0,0,0,0,0,0,0,0,0,0,CC(CC(C)C)=NO
C7H14O2,130.1849,27057,0,NCGC00255092-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8820>,0,0,0,0,0,0,0,0,0,0,0,CCOC(=O)CC(C)C
C8H14O2,142.1956,48,0,NCGC00258859-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8890>,0,0,0,0,0,0,0,0,0,0,0,C=CCOC(=O)CC(C)C
C8H14O2,142.1956,48,0,NCGC00257346-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8900>,0,0,0,0,0,0,0,0,0,0,0,C=CCOC(=O)CC(C)C
C12H16O2,192.2542,27603,0,NCGC00256892-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8970>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC(=O)OCc1ccccc1
C8H18,114.2285,4370,0,NCGC00258679-01,<rdkit.Chem.rdchem.Mol object at 0x1413e89e0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC(C)(C)C
C7H14N2,126.1995,24899,0,NCGC00256239-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8a50>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC(C)(N)C#N
C12H24O,184.3184,6998,0,NCGC00256936-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8ac0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC(=O)CC(C)CC(C)C
C6H15N,101.1900,5113,0,NCGC00258709-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8b30>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC(C)N
C9H20O,144.2545,6802,0,NCGC00260285-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8ba0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC(O)CC(C)C
C7H11NS,141.2339,5653,0,NCGC00257855-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8c10>,0,0,0,0,0,0,0,0,0,0,0,CC(C)Cc1nccs1
C6H14,86.1754,9143,0,NCGC00258024-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8c80>,0,0,0,0,0,0,0,0,0,0,0,CCCC(C)C
C10H20O2,172.2646,7916,0,NCGC00255162-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8cf0>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)(CCC(C)C)C(=O)O
C7H14O,114.1855,1914,0,NCGC00258898-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8d60>,0,0,0,0,0,0,0,0,0,0,0,CC(=O)CCC(C)C
C29H50O2,430.7061,6339,0,NCGC00259630-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8dd0>,0,0,0,0,0,0,0,0,0,0,0,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
C10H20O,156.2652,24826,0,NCGC00256084-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8e40>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCC(C)CC=O
C39H66O6,630.9377,27180,1,NCGC00256922-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8eb0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1
C9H21N,143.2697,24484,0,NCGC00255733-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8f20>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCN
C24H46O4,398.6196,7982,0,NCGC00254100-01,<rdkit.Chem.rdchem.Mol object at 0x1413e8f90>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C
C11H20O2,184.2753,7955,0,NCGC00254483-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9000>,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)OCCCCCC(C)C
C5H12O,88.1482,5469,0,NCGC00255329-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9070>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCO
C10H20O2,172.2646,24757,0,NCGC00256163-01,<rdkit.Chem.rdchem.Mol object at 0x1413e90e0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCOC(=O)CC(C)C
C9H18O2,158.2380,22059,0,NCGC00254545-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9150>,0,0,0,0,0,0,0,0,0,0,0,CCCC(=O)OCCC(C)C
C12H18O,178.2707,27439,0,NCGC00256909-01,<rdkit.Chem.rdchem.Mol object at 0x1413e91c0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCOCc1ccccc1
C11H23NOS,217.3714,3936,0,NCGC00254666-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9230>,0,0,0,0,0,0,0,0,0,0,0,CCSC(=O)N(CC(C)C)CC(C)C
C8H19N,129.2432,5079,0,NCGC00257731-01,<rdkit.Chem.rdchem.Mol object at 0x1413e92a0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CNCC(C)C
C4H10O,74.1216,1759,0,NCGC00258766-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9310>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CO
C14H26O4,258.3538,16690,0,NCGC00254278-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9380>,0,0,0,0,0,0,0,0,0,0,0,CC(C)COC(=O)CCCCC(=O)OCC(C)C
C4H9NO2,103.1198,750,0,NCGC00256551-01,<rdkit.Chem.rdchem.Mol object at 0x1413e93f0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)CON=O
C12H19N,177.2860,22189,0,NCGC00255920-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9460>,0,0,0,0,0,0,0,0,0,0,0,CC(C)N(c1ccccc1)C(C)C
C10H12N2O3S,240.2789,3901,0,NCGC00259500-01,<rdkit.Chem.rdchem.Mol object at 0x1413e94d0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
C10H12N2O3S,240.2789,3901,0,NCGC00254648-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9540>,0,0,0,0,0,1,0,0,0,0,0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
C9H17ClN3O3PS,313.7413,14676,0,NCGC00254737-01,<rdkit.Chem.rdchem.Mol object at 0x1413e95b0>,0,0,0,0,1,0,0,0,0,0,0,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
C11H11NO2,189.2105,24644,0,NCGC00256851-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9620>,0,0,0,0,0,0,0,0,0,0,0,CC(C)N1C(=O)c2ccccc2C1=O
C6H11NO,113.1576,13754,0,NCGC00258292-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9690>,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)NC(C)C
C7H16N2O,144.2147,24486,0,NCGC00255709-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9700>,0,0,0,0,0,0,0,0,0,0,0,CC(C)NC(=O)NC(C)C
C10H12O2,164.2011,24746,0,NCGC00256252-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9770>,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(=O)c1ccccc1
C14H18O4,250.2903,20731,0,NCGC00255529-01,<rdkit.Chem.rdchem.Mol object at 0x1413e97e0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C
C11H14O2,178.2277,5483,0,NCGC00258697-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9850>,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(=O)Cc1ccccc1
C10H18O4,202.2475,24740,0,NCGC00256008-01,<rdkit.Chem.rdchem.Mol object at 0x1413e98c0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(=O)CCC(=O)OC(C)C
C19H38O2,298.5038,7104,0,NCGC00260107-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9930>,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC(C)C
C6H14O,102.1748,1890,0,NCGC00260100-01,<rdkit.Chem.rdchem.Mol object at 0x1413e99a0>,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(C)C
C4H8O2,88.1051,7258,0,NCGC00256945-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9a10>,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC=O
C9H12O2,152.1904,21431,0,NCGC00255087-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9a80>,0,0,0,0,0,0,0,0,0,0,0,CC(C)Oc1ccccc1O
C9H22N2,158.2844,24894,0,NCGC00256149-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9af0>,0,0,0,0,0,0,0,0,0,0,0,CC(CN)CC(C)(C)CCN
C10H16N4,192.2608,7747,0,NCGC00255390-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9b60>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)(C#N)/N=N/C(C)(C#N)CC
C13H18O2,206.2808,27567,0,NCGC00256759-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9bd0>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)C(=O)OCCc1ccccc1
C7H16,100.2019,8974,0,NCGC00260396-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9c40>,0,0,0,0,0,0,0,0,0,0,0,CCCC(C)CC
C5H12O,88.1482,7069,0,NCGC00259107-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9cb0>,0,1,0,0,0,0,0,0,0,0,0,CCC(C)CO
C5H12O,88.1482,7069,0,NCGC00256976-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9d20>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)CO
C10H20O2,172.2646,21440,0,NCGC00255532-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9d90>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)COC(=O)CC(C)C
C5H12N2O,116.1616,7294,0,NCGC00255161-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9e00>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)NC(N)=O
C8H18O,130.2279,7636,0,NCGC00258740-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9e70>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)OC(C)CC
C6H10O4,146.1412,1632,0,NCGC00258083-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9ee0>,0,0,0,0,0,0,0,0,0,0,0,CC(CCC(=O)O)C(=O)O
C6H12O2,116.1583,1633,0,NCGC00258489-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9f50>,0,0,0,0,0,0,0,0,0,0,0,CCCC(C)C(=O)O
C8H18O,130.2279,21519,0,NCGC00254600-01,<rdkit.Chem.rdchem.Mol object at 0x1413e9fc0>,0,0,0,0,0,0,0,0,0,0,0,CCCC(C)C(O)CC
C12H18O,178.2707,24822,0,NCGC00256092-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea030>,0,0,0,0,0,0,0,0,0,0,0,CC(CCO)CCc1ccccc1
C7H14O2,130.1849,24241,0,NCGC00256711-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea0a0>,0,0,0,0,0,0,0,0,0,0,0,CCCCC(C)C(=O)O
C6H12Cl2O,171.0649,167,0,NCGC00258753-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea110>,0,0,0,0,0,0,0,0,0,0,0,CC(CCl)OC(C)CCl
C2H3Cl2NO2,143.9567,1638,0,NCGC00258730-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea180>,0,0,0,0,0,0,0,0,0,0,0,CC(Cl)(Cl)[N+](=O)[O-]
C3H4Cl2O2,142.9687,1575,0,NCGC00259061-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea1f0>,0,0,0,0,0,0,0,0,0,0,0,CC(Cl)(Cl)C(=O)O
C3H4Cl2O2,142.9687,1575,0,NCGC00254469-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea260>,0,0,0,0,0,0,0,0,0,0,0,CC(Cl)(Cl)C(=O)O
C2H3Cl3,133.4042,1381,0,NCGC00260667-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea2d0>,0,0,0,0,0,0,0,0,0,0,0,CC(Cl)(Cl)Cl
C3H5Cl3,147.4308,4362,0,NCGC00257962-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea340>,0,0,0,0,0,0,0,0,0,0,0,CC(Cl)C(Cl)Cl
C4H9Cl,92.5673,3966,0,NCGC00257958-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea3b0>,0,0,0,0,0,0,0,0,0,0,0,CCC(C)Cl
C3H6Cl2,112.9857,448,0,NCGC00257916-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea420>,0,0,0,0,0,0,0,0,0,0,0,CC(Cl)CCl
C7H12O4,160.1678,24827,0,NCGC00256009-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea490>,0,0,0,0,0,0,0,0,0,0,0,CC(=O)OCC(C)OC(C)=O
C9H14N2O,166.2203,28763,0,NCGC00183828-01,<rdkit.Chem.rdchem.Mol object at 0x1413ea500>,0,0,0,0,0,0,0,0,0,0,0,CC(COc1ccccc1)NN
